symbol,ts,price,volume
SYM0000,1754296814971,157.8822,665
SYM0000,1754296934971,158.0665,93
SYM0000,1754297054971,158.3267,493
SYM0000,1754297174971,158.5891,680
SYM0000,1754297294971,158.7314,882
SYM0000,1754297414971,158.715,752
SYM0000,1754297534971,158.6533,408
SYM0000,1754297654971,158.6539,349
SYM0000,1754297774971,158.5166,83
SYM0000,1754297894971,158.4355,16
SYM0000,1754298014971,158.7157,462
SYM0000,1754298134971,158.8564,481
SYM0000,1754298254971,158.8246,895
SYM0000,1754298374971,158.6841,514
SYM0000,1754298494971,158.6298,311
SYM0000,1754298614971,158.9129,747
SYM0000,1754298734971,158.9999,777
SYM0000,1754298854971,158.9831,601
SYM0000,1754298974971,159.2641,591
SYM0000,1754299094971,159.4602,196
SYM0000,1754299214971,159.5578,684
SYM0000,1754299334971,159.6233,739
SYM0000,1754299454971,159.9131,77
SYM0000,1754299574971,160.0717,528
SYM0000,1754299694971,160.0337,588
SYM0000,1754299814971,160.1994,401
SYM0000,1754299934971,160.3437,183
SYM0000,1754300054971,160.5718,441
SYM0000,1754300174971,160.547,683
SYM0000,1754300294971,160.4852,150
SYM0000,1754300414971,160.6473,354
SYM0000,1754300534971,160.895,951
SYM0000,1754300654971,161.1003,237
SYM0000,1754300774971,161.4118,822
SYM0000,1754300894971,161.6886,53
SYM0000,1754301014971,161.7787,505
SYM0000,1754301134971,162.0435,120
SYM0000,1754301254971,162.0173,112
SYM0000,1754301374971,162.0578,283
SYM0000,1754301494971,162.0223,913
SYM0000,1754301614971,162.2817,306
SYM0000,1754301734971,162.1428,48
SYM0000,1754301854971,162.2281,974
SYM0000,1754301974971,162.4926,622
SYM0000,1754302094971,162.4886,876
SYM0000,1754302214971,162.4812,466
SYM0000,1754302334971,162.4814,665
SYM0000,1754302454971,162.6062,182
SYM0000,1754302574971,162.469,981
SYM0000,1754302694971,162.6496,589
SYM0000,1754302814971,162.5895,304
SYM0000,1754302934971,162.8693,161
SYM0000,1754303054971,163.0752,682
SYM0000,1754303174971,163.1475,630
SYM0000,1754303294971,163.2261,388
SYM0000,1754303414971,163.1773,127
SYM0000,1754303534971,163.2906,456
SYM0000,1754303654971,163.1453,985
SYM0000,1754303774971,163.1089,677
SYM0000,1754303894971,162.9541,203
SYM0000,1754304014971,163.018,510
SYM0000,1754304134971,163.1965,65
SYM0000,1754304254971,163.5209,831
SYM0000,1754304374971,163.4068,491
SYM0000,1754304494971,163.2761,815
SYM0000,1754304614971,163.5896,866
SYM0000,1754304734971,163.4359,840
SYM0000,1754304854971,163.356,670
SYM0000,1754304974971,163.5635,9
SYM0000,1754305094971,163.5341,776
SYM0000,1754305214971,163.6413,829
SYM0000,1754305334971,163.5325,235
SYM0000,1754305454971,163.7324,393
SYM0000,1754305574971,163.8494,53
SYM0000,1754305694971,163.9021,295
SYM0000,1754305814971,163.7958,733
SYM0000,1754305934971,163.9802,945
SYM0000,1754306054971,163.8273,393
SYM0000,1754306174971,164.1242,353
SYM0000,1754306294971,164.1288,360
SYM0000,1754306414971,164.0061,369
SYM0000,1754306534971,163.9426,596
SYM0000,1754306654971,164.008,585
SYM0000,1754306774971,164.2747,293
SYM0000,1754306894971,164.4359,99
SYM0000,1754307014971,164.635,422
SYM0000,1754307134971,164.8567,147
SYM0000,1754307254971,164.9042,940
SYM0000,1754307374971,165.1116,225
SYM0000,1754307494971,165.2422,398
SYM0000,1754307614971,165.3416,80
SYM0000,1754307734971,165.4231,824
SYM0000,1754307854971,165.3222,461
SYM0000,1754307974971,165.1898,526
SYM0000,1754308094971,165.1598,908
SYM0000,1754308214971,165.1799,229
SYM0000,1754308334971,165.0268,751
SYM0000,1754308454971,165.3521,218
SYM0000,1754308574971,165.5868,682
SYM0000,1754308694971,165.6241,810
SYM0000,1754308814971,165.7877,823
SYM0000,1754308934971,166.0825,338
SYM0000,1754309054971,165.9626,823
SYM0000,1754309174971,165.9819,327
SYM0000,1754309294971,165.8598,291
SYM0000,1754309414971,166.0088,1000
SYM0000,1754309534971,166.2518,533
SYM0000,1754309654971,166.5834,604
SYM0000,1754309774971,166.6742,788
SYM0000,1754309894971,166.8329,140
SYM0000,1754310014971,166.7015,645
SYM0001,1754289974971,117.1965,944
SYM0001,1754290094971,117.2161,923
SYM0001,1754290214971,117.3668,144
SYM0001,1754290334971,117.391,634
SYM0001,1754290454971,117.379,624
SYM0001,1754290574971,117.5814,509
SYM0001,1754290694971,117.8039,320
SYM0001,1754290814971,117.7274,467
SYM0001,1754290934971,117.7847,65
SYM0001,1754291054971,117.9102,219
SYM0001,1754291174971,117.9735,149
SYM0001,1754291294971,117.9657,395
SYM0001,1754291414971,118.1987,559
SYM0001,1754291534971,118.3974,210
SYM0001,1754291654971,118.3279,499
SYM0001,1754291774971,118.4678,918
SYM0001,1754291894971,118.4173,745
SYM0001,1754292014971,118.5019,621
SYM0001,1754292134971,118.7303,251
SYM0001,1754292254971,118.8868,671
SYM0001,1754292374971,119.0091,902
SYM0001,1754292494971,118.9511,592
SYM0001,1754292614971,119.0595,787
SYM0001,1754292734971,119.0933,381
SYM0001,1754292854971,118.9744,267
SYM0001,1754292974971,118.9653,297
SYM0001,1754293094971,119.0691,341
SYM0001,1754293214971,119.228,540
SYM0001,1754293334971,119.4061,689
SYM0001,1754293454971,119.4502,132
SYM0001,1754293574971,119.3706,228
SYM0001,1754293694971,119.4872,542
SYM0001,1754293814971,119.4246,760
SYM0001,1754293934971,119.3694,295
SYM0001,1754294054971,119.4846,984
SYM0001,1754294174971,119.6531,992
SYM0001,1754294294971,119.6066,966
SYM0001,1754294414971,119.5553,997
SYM0001,1754294534971,119.7072,769
SYM0001,1754294654971,119.6276,569
SYM0001,1754294774971,119.5598,852
SYM0001,1754294894971,119.7888,569
SYM0001,1754295014971,119.9153,756
SYM0001,1754295134971,119.841,532
SYM0001,1754295254971,120.0428,159
SYM0001,1754295374971,120.2258,213
SYM0001,1754295494971,120.1382,1000
SYM0001,1754295614971,120.1073,345
SYM0001,1754295734971,120.3017,608
SYM0001,1754295854971,120.3023,486
SYM0001,1754295974971,120.4044,866
SYM0001,1754296094971,120.3158,460
SYM0001,1754296214971,120.3788,623
SYM0001,1754296334971,120.3841,416
SYM0001,1754296454971,120.6196,825
SYM0001,1754296574971,120.5085,489
SYM0001,1754296694971,120.5208,372
SYM0001,1754296814971,120.7336,580
SYM0001,1754296934971,120.6197,98
SYM0001,1754297054971,120.5231,127
SYM0001,1754297174971,120.4985,734
SYM0001,1754297294971,120.4815,337
SYM0001,1754297414971,120.7182,859
SYM0001,1754297534971,120.7966,698
SYM0001,1754297654971,120.9882,396
SYM0001,1754297774971,121.0898,552
SYM0001,1754297894971,121.0437,902
SYM0001,1754298014971,121.0165,899
SYM0001,1754298134971,121.0852,721
SYM0001,1754298254971,121.1478,211
SYM0001,1754298374971,121.214,390
SYM0001,1754298494971,121.3588,805
SYM0001,1754298614971,121.2521,48
SYM0001,1754298734971,121.2291,69
SYM0001,1754298854971,121.1984,904
SYM0001,1754298974971,121.2617,140
SYM0001,1754299094971,121.235,395
SYM0001,1754299214971,121.4236,305
SYM0001,1754299334971,121.6053,794
SYM0001,1754299454971,121.6608,562
SYM0001,1754299574971,121.728,394
SYM0001,1754299694971,121.8749,522
SYM0001,1754299814971,121.9404,978
SYM0001,1754299934971,122.1082,425
SYM0001,1754300054971,122.0353,562
SYM0001,1754300174971,122.1811,757
SYM0001,1754300294971,122.132,35
SYM0001,1754300414971,122.1648,382
SYM0001,1754300534971,122.4074,288
SYM0001,1754300654971,122.3438,613
SYM0001,1754300774971,122.4967,665
SYM0001,1754300894971,122.4963,430
SYM0001,1754301014971,122.406,608
SYM0001,1754301134971,122.4687,92
SYM0001,1754301254971,122.5557,554
SYM0001,1754301374971,122.4354,215
SYM0001,1754301494971,122.6613,274
SYM0001,1754301614971,122.8451,925
SYM0001,1754301734971,122.8321,494
SYM0001,1754301854971,123.051,767
SYM0001,1754301974971,123.2115,539
SYM0001,1754302094971,123.2667,819
SYM0001,1754302214971,123.2165,910
SYM0001,1754302334971,123.1948,657
SYM0001,1754302454971,123.1863,198
SYM0001,1754302574971,123.3147,578
SYM0001,1754302694971,123.2984,425
SYM0001,1754302814971,123.4991,605
SYM0001,1754302934971,123.6723,677
SYM0001,1754303054971,123.8887,655
SYM0001,1754303174971,123.8606,17
SYM0001,1754303294971,123.9618,208
SYM0001,1754303414971,123.9227,327
SYM0001,1754303534971,123.8398,194
SYM0001,1754303654971,123.9092,938
SYM0001,1754303774971,123.9174,101
SYM0001,1754303894971,123.7975,359
SYM0001,1754304014971,124.0428,860
SYM0001,1754304134971,124.0813,948
SYM0001,1754304254971,124.1593,433
SYM0001,1754304374971,124.2883,232
SYM0001,1754304494971,124.2665,530
SYM0001,1754304614971,124.2243,30
SYM0001,1754304734971,124.2929,531
SYM0001,1754304854971,124.3151,159
SYM0001,1754304974971,124.518,430
SYM0001,1754305094971,124.5698,958
SYM0001,1754305214971,124.6875,56
SYM0001,1754305334971,124.6668,128
SYM0001,1754305454971,124.594,32
SYM0001,1754305574971,124.7534,984
SYM0001,1754305694971,124.6383,150
SYM0001,1754305814971,124.619,70
SYM0001,1754305934971,124.5875,150
SYM0001,1754306054971,124.531,415
SYM0001,1754306174971,124.4595,418
SYM0001,1754306294971,124.45,571
SYM0001,1754306414971,124.4555,817
SYM0001,1754306534971,124.6266,13
SYM0001,1754306654971,124.6175,566
SYM0001,1754306774971,124.5941,513
SYM0001,1754306894971,124.5444,516
SYM0001,1754307014971,124.4676,280
SYM0001,1754307134971,124.4362,353
SYM0001,1754307254971,124.3551,193
SYM0001,1754307374971,124.4214,19
SYM0001,1754307494971,124.386,752
SYM0001,1754307614971,124.3763,893
SYM0001,1754307734971,124.5781,423
SYM0001,1754307854971,124.4655,954
SYM0001,1754307974971,124.4655,457
SYM0001,1754308094971,124.5751,596
SYM0001,1754308214971,124.6131,972
SYM0001,1754308334971,124.7449,525
SYM0001,1754308454971,124.9572,304
SYM0001,1754308574971,124.8649,455
SYM0001,1754308694971,124.9155,971
SYM0001,1754308814971,124.9544,868
SYM0001,1754308934971,124.9774,90
SYM0001,1754309054971,125.0138,985
SYM0001,1754309174971,125.1387,904
SYM0001,1754309294971,125.0764,476
SYM0001,1754309414971,125.0466,78
SYM0001,1754309534971,125.1126,441
SYM0001,1754309654971,125.0953,457
SYM0001,1754309774971,125.0969,800
SYM0001,1754309894971,125.0665,910
SYM0001,1754310014971,125.1786,367
SYM0002,1754289974971,72.4817,992
SYM0002,1754290094971,72.5385,258
SYM0002,1754290214971,72.6563,965
SYM0002,1754290334971,72.6555,131
SYM0002,1754290454971,72.7808,39
SYM0002,1754290574971,72.8246,792
SYM0002,1754290694971,72.7636,858
SYM0002,1754290814971,72.8349,163
SYM0002,1754290934971,72.802,28
SYM0002,1754291054971,72.8544,361
SYM0002,1754291174971,72.8415,508
SYM0002,1754291294971,72.8459,348
SYM0002,1754291414971,72.923,304
SYM0002,1754291534971,73.0365,468
SYM0002,1754291654971,73.0433,832
SYM0002,1754291774971,73.1239,67
SYM0002,1754291894971,73.1573,28
SYM0002,1754292014971,73.1409,707
SYM0002,1754292134971,73.254,48
SYM0002,1754292254971,73.3257,899
SYM0002,1754292374971,73.4392,607
SYM0002,1754292494971,73.439,584
SYM0002,1754292614971,73.5099,560
SYM0002,1754292734971,73.5667,505
SYM0002,1754292854971,73.5894,48
SYM0002,1754292974971,73.5683,173
SYM0002,1754293094971,73.7034,260
SYM0002,1754293214971,73.7965,174
SYM0002,1754293334971,73.8028,95
SYM0002,1754293454971,73.7734,556
SYM0002,1754293574971,73.851,935
SYM0002,1754293694971,73.8593,747
SYM0002,1754293814971,73.9457,323
SYM0002,1754293934971,73.9491,436
SYM0002,1754294054971,73.989,443
SYM0002,1754294174971,73.9295,266
SYM0002,1754294294971,74.044,624
SYM0002,1754294414971,74.1526,701
SYM0002,1754294534971,74.1741,179
SYM0002,1754294654971,74.2361,416
SYM0002,1754294774971,74.2997,753
SYM0002,1754294894971,74.4364,101
SYM0002,1754295014971,74.4109,357
SYM0002,1754295134971,74.3742,768
SYM0002,1754295254971,74.4001,325
SYM0002,1754295374971,74.3805,2
SYM0002,1754295494971,74.3626,148
SYM0002,1754295614971,74.3822,307
SYM0002,1754295734971,74.333,73
SYM0002,1754295854971,74.3956,971
SYM0002,1754295974971,74.4627,993
SYM0002,1754296094971,74.4214,502
SYM0002,1754296214971,74.4855,311
SYM0002,1754296334971,74.6227,482
SYM0002,1754296454971,74.5759,198
SYM0002,1754296574971,74.7242,874
SYM0002,1754296694971,74.8548,892
SYM0002,1754296814971,74.8493,560
SYM0002,1754296934971,74.8849,121
SYM0002,1754297054971,75.0169,279
SYM0002,1754297174971,75.0046,795
SYM0002,1754297294971,75.1193,916
SYM0002,1754297414971,75.1622,542
SYM0002,1754297534971,75.2526,96
SYM0002,1754297654971,75.2367,732
SYM0002,1754297774971,75.1983,294
SYM0002,1754297894971,75.2254,646
SYM0002,1754298014971,75.3074,254
SYM0002,1754298134971,75.3076,970
SYM0002,1754298254971,75.2834,927
SYM0002,1754298374971,75.4168,912
SYM0002,1754298494971,75.5523,250
SYM0002,1754298614971,75.6532,477
SYM0002,1754298734971,75.7334,861
SYM0002,1754298854971,75.7528,809
SYM0002,1754298974971,75.7378,913
SYM0002,1754299094971,75.85,443
SYM0002,1754299214971,75.9497,243
SYM0002,1754299334971,75.9566,504
SYM0002,1754299454971,76.1013,953
SYM0002,1754299574971,76.1853,519
SYM0002,1754299694971,76.1676,670
SYM0002,1754299814971,76.3073,211
SYM0002,1754299934971,76.3683,709
SYM0002,1754300054971,76.4647,905
SYM0002,1754300174971,76.4348,901
SYM0002,1754300294971,76.5572,578
SYM0002,1754300414971,76.6248,864
SYM0002,1754300534971,76.5655,270
SYM0002,1754300654971,76.6589,589
SYM0002,1754300774971,76.6913,684
SYM0002,1754300894971,76.6322,346
SYM0002,1754301014971,76.6717,809
SYM0002,1754301134971,76.6909,381
SYM0002,1754301254971,76.7803,898
SYM0002,1754301374971,76.8243,649
SYM0002,1754301494971,76.7715,259
SYM0002,1754301614971,76.8522,26
SYM0002,1754301734971,76.8499,757
SYM0002,1754301854971,76.9302,377
SYM0002,1754301974971,77.0739,631
SYM0002,1754302094971,77.1944,409
SYM0002,1754302214971,77.1263,827
SYM0002,1754302334971,77.1658,824
SYM0002,1754302454971,77.1616,423
SYM0002,1754302574971,77.2698,659
SYM0002,1754302694971,77.2189,338
SYM0002,1754302814971,77.1573,544
SYM0002,1754302934971,77.2801,185
SYM0002,1754303054971,77.2993,620
SYM0002,1754303174971,77.3104,298
SYM0002,1754303294971,77.385,214
SYM0002,1754303414971,77.4832,191
SYM0002,1754303534971,77.4281,349
SYM0002,1754303654971,77.4185,848
SYM0002,1754303774971,77.4253,771
SYM0002,1754303894971,77.4175,658
SYM0002,1754304014971,77.4743,743
SYM0002,1754304134971,77.4894,823
SYM0002,1754304254971,77.4871,314
SYM0002,1754304374971,77.587,225
SYM0002,1754304494971,77.7246,830
SYM0002,1754304614971,77.8753,377
SYM0002,1754304734971,77.8269,309
SYM0002,1754304854971,77.9458,635
SYM0002,1754304974971,77.9362,158
SYM0002,1754305094971,77.9935,132
SYM0002,1754305214971,78.031,725
SYM0002,1754305334971,78.1148,374
SYM0002,1754305454971,78.2044,610
SYM0002,1754305574971,78.2142,858
SYM0002,1754305694971,78.3672,265
SYM0002,1754305814971,78.477,528
SYM0002,1754305934971,78.5793,77
SYM0002,1754306054971,78.7227,759
SYM0002,1754306174971,78.7612,545
SYM0002,1754306294971,78.7919,488
SYM0002,1754306414971,78.7202,58
SYM0002,1754306534971,78.8217,483
SYM0002,1754306654971,78.8196,128
SYM0002,1754306774971,78.8213,237
SYM0002,1754306894971,78.8498,539
SYM0002,1754307014971,78.8811,299
SYM0002,1754307134971,78.8226,692
SYM0002,1754307254971,78.7707,150
SYM0002,1754307374971,78.7796,174
SYM0002,1754307494971,78.9165,430
SYM0002,1754307614971,78.9696,989
SYM0002,1754307734971,78.9017,827
SYM0002,1754307854971,79.0288,812
SYM0002,1754307974971,79.1102,810
SYM0002,1754308094971,79.053,134
SYM0002,1754308214971,78.998,487
SYM0002,1754308334971,78.9257,482
SYM0002,1754308454971,79.0474,240
SYM0002,1754308574971,79.0311,536
SYM0002,1754308694971,79.0498,430
SYM0002,1754308814971,79.0124,336
SYM0002,1754308934971,79.1129,888
SYM0002,1754309054971,79.1229,2
SYM0002,1754309174971,79.2269,90
SYM0002,1754309294971,79.1655,613
SYM0002,1754309414971,79.26,519
SYM0002,1754309534971,79.4142,451
SYM0002,1754309654971,79.5225,640
SYM0002,1754309774971,79.5523,89
SYM0002,1754309894971,79.6107,429
SYM0002,1754310014971,79.623,382
SYM0003,1754289974971,93.2066,707
SYM0003,1754290094971,93.3381,254
SYM0003,1754290214971,93.5077,969
SYM0003,1754290334971,93.4295,589
SYM0003,1754290454971,93.4799,771
SYM0003,1754290574971,93.4878,145
SYM0003,1754290694971,93.4164,688
SYM0003,1754290814971,93.4971,586
SYM0003,1754290934971,93.5601,768
SYM0003,1754291054971,93.6248,706
SYM0003,1754291174971,93.5339,190
SYM0003,1754291294971,93.514,331
SYM0003,1754291414971,93.6085,402
SYM0003,1754291534971,93.5529,657
SYM0003,1754291654971,93.656,677
SYM0003,1754291774971,93.6823,487
SYM0003,1754291894971,93.8388,11
SYM0003,1754292014971,93.8641,902
SYM0003,1754292134971,93.9876,943
SYM0003,1754292254971,93.9853,51
SYM0003,1754292374971,94.1389,850
SYM0003,1754292494971,94.0732,643
SYM0003,1754292614971,94.2392,427
SYM0003,1754292734971,94.3413,609
SYM0003,1754292854971,94.4981,102
SYM0003,1754292974971,94.4784,731
SYM0003,1754293094971,94.5938,821
SYM0003,1754293214971,94.656,106
SYM0003,1754293334971,94.6106,817
SYM0003,1754293454971,94.5845,930
SYM0003,1754293574971,94.6581,379
SYM0003,1754293694971,94.6424,810
SYM0003,1754293814971,94.7937,996
SYM0003,1754293934971,94.8494,760
SYM0003,1754294054971,94.9937,111
SYM0003,1754294174971,95.1406,984
SYM0003,1754294294971,95.0908,301
SYM0003,1754294414971,95.1724,275
SYM0003,1754294534971,95.1589,621
SYM0003,1754294654971,95.2491,268
SYM0003,1754294774971,95.3081,892
SYM0003,1754294894971,95.2531,716
SYM0003,1754295014971,95.2459,714
SYM0003,1754295134971,95.2727,818
SYM0003,1754295254971,95.2455,15
SYM0003,1754295374971,95.4077,159
SYM0003,1754295494971,95.4576,113
SYM0003,1754295614971,95.408,81
SYM0003,1754295734971,95.3406,893
SYM0003,1754295854971,95.4269,448
SYM0003,1754295974971,95.5539,438
SYM0003,1754296094971,95.4742,335
SYM0003,1754296214971,95.4434,539
SYM0003,1754296334971,95.3702,742
SYM0003,1754296454971,95.4668,344
SYM0003,1754296574971,95.4392,230
SYM0003,1754296694971,95.5544,505
SYM0003,1754296814971,95.6138,737
SYM0003,1754296934971,95.6789,622
SYM0003,1754297054971,95.6152,628
SYM0003,1754297174971,95.5678,565
SYM0003,1754297294971,95.7515,574
SYM0003,1754297414971,95.6982,433
SYM0003,1754297534971,95.763,942
SYM0003,1754297654971,95.684,381
SYM0003,1754297774971,95.818,65
SYM0003,1754297894971,95.8813,249
SYM0003,1754298014971,95.8565,857
SYM0003,1754298134971,95.8137,40
SYM0003,1754298254971,95.7579,759
SYM0003,1754298374971,95.92,610
SYM0003,1754298494971,96.0707,711
SYM0003,1754298614971,96.1801,213
SYM0003,1754298734971,96.1334,897
SYM0003,1754298854971,96.1364,222
SYM0003,1754298974971,96.1505,651
SYM0003,1754299094971,96.287,158
SYM0003,1754299214971,96.1981,246
SYM0003,1754299334971,96.3523,139
SYM0003,1754299454971,96.2972,363
SYM0003,1754299574971,96.2685,300
SYM0003,1754299694971,96.372,740
SYM0003,1754299814971,96.4466,264
SYM0003,1754299934971,96.4302,732
SYM0003,1754300054971,96.3986,578
SYM0003,1754300174971,96.4055,721
SYM0003,1754300294971,96.4707,684
SYM0003,1754300414971,96.4779,503
SYM0003,1754300534971,96.3932,714
SYM0003,1754300654971,96.3112,277
SYM0003,1754300774971,96.4709,384
SYM0003,1754300894971,96.5062,892
SYM0003,1754301014971,96.4806,318
SYM0003,1754301134971,96.621,532
SYM0003,1754301254971,96.5961,572
SYM0003,1754301374971,96.5276,959
SYM0003,1754301494971,96.4313,145
SYM0003,1754301614971,96.5955,786
SYM0003,1754301734971,96.5168,78
SYM0003,1754301854971,96.6997,729
SYM0003,1754301974971,96.708,590
SYM0003,1754302094971,96.7206,117
SYM0003,1754302214971,96.8122,195
SYM0003,1754302334971,96.9344,417
SYM0003,1754302454971,96.9118,123
SYM0003,1754302574971,96.9299,501
SYM0003,1754302694971,97.1218,669
SYM0003,1754302814971,97.1929,866
SYM0003,1754302934971,97.3848,140
SYM0003,1754303054971,97.4478,721
SYM0003,1754303174971,97.6199,577
SYM0003,1754303294971,97.6587,790
SYM0003,1754303414971,97.5732,982
SYM0003,1754303534971,97.754,846
SYM0003,1754303654971,97.73,482
SYM0003,1754303774971,97.7562,832
SYM0003,1754303894971,97.7584,64
SYM0003,1754304014971,97.7424,901
SYM0003,1754304134971,97.7913,718
SYM0003,1754304254971,97.7086,826
SYM0003,1754304374971,97.8737,206
SYM0003,1754304494971,97.9227,966
SYM0003,1754304614971,97.8555,463
SYM0003,1754304734971,98.0054,426
SYM0003,1754304854971,97.9314,963
SYM0003,1754304974971,98.1174,500
SYM0003,1754305094971,98.2568,194
SYM0003,1754305214971,98.2207,385
SYM0003,1754305334971,98.1706,787
SYM0003,1754305454971,98.2401,80
SYM0003,1754305574971,98.3799,20
SYM0003,1754305694971,98.3046,676
SYM0003,1754305814971,98.2202,976
SYM0003,1754305934971,98.1235,792
SYM0003,1754306054971,98.0488,678
SYM0003,1754306174971,98.1388,743
SYM0003,1754306294971,98.0457,721
SYM0003,1754306414971,98.0376,275
SYM0003,1754306534971,97.9745,288
SYM0003,1754306654971,98.0615,363
SYM0003,1754306774971,98.0584,507
SYM0003,1754306894971,97.9923,575
SYM0003,1754307014971,98.1117,126
SYM0003,1754307134971,98.0657,247
SYM0003,1754307254971,98.255,801
SYM0003,1754307374971,98.2935,805
SYM0003,1754307494971,98.2787,601
SYM0003,1754307614971,98.213,210
SYM0003,1754307734971,98.2492,493
SYM0003,1754307854971,98.1587,165
SYM0003,1754307974971,98.2325,295
SYM0003,1754308094971,98.2399,693
SYM0003,1754308214971,98.2125,3
SYM0003,1754308334971,98.2761,454
SYM0003,1754308454971,98.1993,471
SYM0003,1754308574971,98.1587,643
SYM0003,1754308694971,98.3427,210
SYM0003,1754308814971,98.27,938
SYM0003,1754308934971,98.309,630
SYM0003,1754309054971,98.3583,7
SYM0003,1754309174971,98.4016,659
SYM0003,1754309294971,98.3229,330
SYM0003,1754309414971,98.3693,532
SYM0003,1754309534971,98.5627,873
SYM0003,1754309654971,98.7554,605
SYM0003,1754309774971,98.8824,117
SYM0003,1754309894971,98.855,790
SYM0003,1754310014971,98.9091,439
SYM0004,1754289974971,66.8079,796
SYM0004,1754290094971,66.7601,441
SYM0004,1754290214971,66.8785,819
SYM0004,1754290334971,66.8377,11
SYM0004,1754290454971,66.9399,532
SYM0004,1754290574971,66.9108,151
SYM0004,1754290694971,66.9003,254
SYM0004,1754290814971,67.0334,644
SYM0004,1754290934971,67.0649,97
SYM0004,1754291054971,67.0941,14
SYM0004,1754291174971,67.206,961
SYM0004,1754291294971,67.2549,771
SYM0004,1754291414971,67.2038,512
SYM0004,1754291534971,67.1873,601
SYM0004,1754291654971,67.1285,913
SYM0004,1754291774971,67.1035,62
SYM0004,1754291894971,67.0536,689
SYM0004,1754292014971,67.0348,803
SYM0004,1754292134971,67.162,86
SYM0004,1754292254971,67.1496,123
SYM0004,1754292374971,67.0878,789
SYM0004,1754292494971,67.0313,793
SYM0004,1754292614971,66.981,89
SYM0004,1754292734971,67.0557,407
SYM0004,1754292854971,67.0923,154
SYM0004,1754292974971,67.1646,539
SYM0004,1754293094971,67.2602,722
SYM0004,1754293214971,67.2249,745
SYM0004,1754293334971,67.2687,369
SYM0004,1754293454971,67.333,368
SYM0004,1754293574971,67.4252,662
SYM0004,1754293694971,67.4611,136
SYM0004,1754293814971,67.4744,328
SYM0004,1754293934971,67.466,21
SYM0004,1754294054971,67.5073,468
SYM0004,1754294174971,67.5056,505
SYM0004,1754294294971,67.4678,91
SYM0004,1754294414971,67.4747,632
SYM0004,1754294534971,67.5861,799
SYM0004,1754294654971,67.5884,335
SYM0004,1754294774971,67.6048,427
SYM0004,1754294894971,67.6251,908
SYM0004,1754295014971,67.6813,468
SYM0004,1754295134971,67.7975,972
SYM0004,1754295254971,67.8614,29
SYM0004,1754295374971,67.8219,392
SYM0004,1754295494971,67.8355,103
SYM0004,1754295614971,67.8627,116
SYM0004,1754295734971,67.835,159
SYM0004,1754295854971,67.9613,490
SYM0004,1754295974971,67.9234,647
SYM0004,1754296094971,67.9661,796
SYM0004,1754296214971,67.9623,792
SYM0004,1754296334971,67.9749,612
SYM0004,1754296454971,68.0261,107
SYM0004,1754296574971,67.9872,401
SYM0004,1754296694971,68.1043,632
SYM0004,1754296814971,68.0776,546
SYM0004,1754296934971,68.1988,149
SYM0004,1754297054971,68.1699,342
SYM0004,1754297174971,68.1536,888
SYM0004,1754297294971,68.2031,989
SYM0004,1754297414971,68.1385,816
SYM0004,1754297534971,68.0967,594
SYM0004,1754297654971,68.1833,576
SYM0004,1754297774971,68.1549,81
SYM0004,1754297894971,68.1801,973
